retiring_code,span_index,flow,last_period,total_value_cad,official_layer,official_outcome,outcome,candidates_in,candidates_vetoed,candidates_left,top_candidate,top_score,runner_up_score,margin,top_same_content_words,meaning_overlap,top_vetoed_candidate,top_vetoed_reason,review_flag,review_flag_other_candidates,risk_tier,risk_reason,held_for_official_evidence
3002102110,1,imports,199712,27900542.00,none,silent_no_source,text_high,13,2,11,3002100041,1.0000,0.7812,0.2188,yes,1.0000,,,,,6,"a high score with an identical meaning-word set, for spot checking",no
3004901010,1,imports,199712,27832591.00,none,silent_no_source,text_high,38,9,29,3004900011,1.0000,0.6667,0.3333,yes,1.0000,,,,,6,"a high score with an identical meaning-word set, for spot checking",no
3001902000,1,imports,199712,26959462.00,none,silent_no_source,text_high,3,0,3,3001900020,1.0000,0.5526,0.4474,yes,1.0000,,,,,6,"a high score with an identical meaning-word set, for spot checking",no
3002102990,1,imports,199712,26422139.00,none,silent_no_source,text_high,13,2,11,3002100059,1.0000,0.6786,0.3214,yes,1.0000,,,,basket contents,6,"a high score with an identical meaning-word set, for spot checking",no
3002101023,1,imports,199712,24552889.00,none,silent_no_source,text_high,13,3,10,3002100023,1.0000,0.9254,0.0746,yes,1.0000,,,,swapped term,6,"a high score with an identical meaning-word set, for spot checking",no
3001901000,1,imports,199712,23789116.00,none,silent_no_source,text_high,3,0,3,3001900010,1.0000,0.2474,0.7526,yes,1.0000,,,,,6,"a high score with an identical meaning-word set, for spot checking",no
3004909916,1,imports,199712,23048265.00,none,silent_no_source,text_high,38,11,27,3004900036,1.0000,0.8421,0.1579,yes,1.0000,,,,swapped term,6,"a high score with an identical meaning-word set, for spot checking",no
3004409080,1,imports,199712,22494169.00,none,silent_no_source,text_high,7,0,7,3004400080,1.0000,0.9178,0.0822,yes,1.0000,,,,,6,"a high score with an identical meaning-word set, for spot checking",no
3005909100,1,imports,199712,21207608.00,none,silent_no_source,text_high,7,1,6,3005900040,1.0000,0.4818,0.5182,yes,1.0000,,,,,6,"a high score with an identical meaning-word set, for spot checking",no
3002101022,1,imports,199712,19609749.00,none,silent_no_source,text_high,13,3,10,3002100022,1.0000,0.9254,0.0746,yes,1.0000,,,,swapped term,6,"a high score with an identical meaning-word set, for spot checking",no
3005909900,1,imports,199712,19543614.00,none,silent_no_source,text_high,7,0,7,3005900090,1.0000,0.7647,0.2353,yes,1.0000,,,,,6,"a high score with an identical meaning-word set, for spot checking",no
3004509920,1,imports,199712,18411892.00,none,silent_no_source,text_high,16,8,8,3004500040,1.0000,0.8308,0.1692,yes,1.0000,,,,swapped term,6,"a high score with an identical meaning-word set, for spot checking",no
3002901020,1,imports,199712,17995840.00,none,silent_no_source,text_review,13,5,8,3002900020,0.6957,0.4151,0.2806,no,0.5000,,,,,6,"scores 0.6957 between the 0.50 and 0.85 gates while sharing 0.5000 of its meaning words, and no rule fired on it",no
3006209000,1,imports,199712,15915707.00,none,silent_no_source,text_high,4,0,4,3006200090,1.0000,0.8333,0.1667,yes,1.0000,,,,,6,"a high score with an identical meaning-word set, for spot checking",no
3004509941,1,imports,199712,15830543.00,none,silent_no_source,text_high,16,7,9,3004500061,1.0000,0.7816,0.2184,yes,1.0000,,,,swapped term,6,"a high score with an identical meaning-word set, for spot checking",no
3004909941,1,imports,199712,15348385.00,none,silent_no_source,text_high,38,11,27,3004900061,0.9545,0.7627,0.1918,no,1.0000,,,,,6,"a high score with an identical meaning-word set, for spot checking",no
3006401020,1,imports,199712,12822836.00,none,silent_no_source,text_high,4,0,4,3006400020,1.0000,0.4643,0.5357,yes,1.0000,,,,,6,"a high score with an identical meaning-word set, for spot checking",no
3006402000,1,imports,199712,12771217.00,none,silent_no_source,text_high,4,0,4,3006400030,1.0000,0.3967,0.6033,yes,1.0000,,,,,6,"a high score with an identical meaning-word set, for spot checking",no
3003901000,1,imports,199712,11827021.00,none,silent_no_source,text_high,6,2,4,3003900010,1.0000,0.2951,0.7049,yes,1.0000,,,,,6,"a high score with an identical meaning-word set, for spot checking",no
3004320081,1,imports,200112,10422499.00,none,silent_no_source,text_high,4,2,2,3004320011,1.0000,0.5490,0.4510,yes,1.0000,,,,,6,"a high score with an identical meaning-word set, for spot checking",no
3005901000,1,imports,199712,10103909.00,none,silent_no_source,text_high,7,0,7,3005900010,1.0000,0.4030,0.5970,yes,1.0000,,,,,6,"a high score with an identical meaning-word set, for spot checking",no
3005109900,1,imports,199712,9717032.00,none,silent_no_source,text_high,3,0,3,3005100099,1.0000,0.5714,0.4286,yes,1.0000,,,,,6,"a high score with an identical meaning-word set, for spot checking",no
3004100014,1,imports,199112,9591808.00,none,silent_no_source,text_high,9,4,5,3004100013,1.0000,0.8451,0.1549,yes,1.0000,,,,swapped term,6,"a high score with an identical meaning-word set, for spot checking",no
3004409040,1,imports,199711,9473686.00,none,silent_no_source,text_high,13,0,13,3004400030,1.0000,0.9041,0.0959,yes,1.0000,,,,swapped term,6,"a high score with an identical meaning-word set, for spot checking",no
3004329020,1,imports,199712,9284228.00,none,silent_no_source,text_high,9,7,2,3004320090,1.0000,0.6333,0.3667,yes,1.0000,,,,swapped term,6,"a high score with an identical meaning-word set, for spot checking",no
3006309100,1,imports,199712,8572971.00,none,silent_no_source,text_high,3,0,3,3006300020,1.0000,0.5417,0.4583,yes,1.0000,,,,,6,"a high score with an identical meaning-word set, for spot checking",no
3004909100,1,imports,199712,7663951.00,none,silent_no_source,text_high,38,9,29,3004900020,1.0000,0.6226,0.3774,yes,1.0000,,,,,6,"a high score with an identical meaning-word set, for spot checking",no
3004500020,1,imports,201112,7548977.00,cbsa_concordance,constrained,text_review,2,0,2,3004500019,0.5200,0.3553,0.1647,no,0.3333,,,,,6,"scores 0.5200 between the 0.50 and 0.85 gates while sharing 0.3333 of its meaning words, and no rule fired on it",no
3006202000,1,imports,199712,6909500.00,none,silent_no_source,text_high,3,1,2,3006200020,1.0000,0.8333,0.1667,yes,1.0000,,,,swapped term,6,"a high score with an identical meaning-word set, for spot checking",no
3002901019,1,imports,199712,6387863.00,none,silent_no_source,text_high,13,5,8,3002900019,1.0000,0.3221,0.6779,yes,1.0000,,,,basket contents,6,"a high score with an identical meaning-word set, for spot checking",no
3004909991,1,imports,199712,4778034.00,none,silent_no_source,text_high,38,32,6,3004900081,1.0000,0.7857,0.2143,yes,1.0000,,,,swapped term,6,"a high score with an identical meaning-word set, for spot checking",no
3003311000,1,imports,199710,4350765.00,none,silent_no_source,text_high,4,1,3,3003310010,1.0000,0.4894,0.5106,yes,1.0000,,,,,6,"a high score with an identical meaning-word set, for spot checking",no
3004200070,1,imports,198812,4291483.00,none,silent_no_source,text_high,26,24,2,3004200079,1.0000,0.7246,0.2754,yes,1.0000,,,,swapped term,6,"a high score with an identical meaning-word set, for spot checking",no
3003319900,1,imports,199712,3974845.00,none,silent_no_source,text_high,3,1,2,3003310090,1.0000,0.4681,0.5319,yes,1.0000,,,,,6,"a high score with an identical meaning-word set, for spot checking",no
3004509950,1,imports,199712,3851408.00,none,silent_no_source,text_high,16,14,2,3004500070,1.0000,0.3333,0.6667,yes,1.0000,,,,,6,"a high score with an identical meaning-word set, for spot checking",no
3001909000,1,imports,199712,2825176.00,none,silent_no_source,text_high,3,0,3,3001900090,1.0000,0.5526,0.4474,yes,1.0000,,,,,6,"a high score with an identical meaning-word set, for spot checking",no
3004409030,1,imports,199711,2496656.00,none,silent_no_source,text_high,13,0,13,3004400020,1.0000,0.8056,0.1944,yes,1.0000,,,,swapped term,6,"a high score with an identical meaning-word set, for spot checking",no
3004909984,1,imports,199712,2455445.00,none,silent_no_source,text_high,38,11,27,3004900078,1.0000,0.6667,0.3333,yes,1.0000,,,,,6,"a high score with an identical meaning-word set, for spot checking",no
3002901040,1,imports,199712,2070092.00,none,silent_no_source,text_high,13,5,8,3002900030,1.0000,0.4800,0.5200,yes,1.0000,,,,,6,"a high score with an identical meaning-word set, for spot checking",no
3005909300,1,imports,199712,1808053.00,none,silent_no_source,text_high,7,0,7,3005900060,1.0000,0.7647,0.2353,yes,1.0000,,,,,6,"a high score with an identical meaning-word set, for spot checking",no
3004321000,1,imports,199712,1805132.00,none,silent_no_source,text_high,9,5,4,3004320010,1.0000,0.6825,0.3175,yes,1.0000,,,,,6,"a high score with an identical meaning-word set, for spot checking",no
3004409070,1,imports,199712,1778947.00,none,silent_no_source,text_high,7,0,7,3004400050,1.0000,0.9041,0.0959,yes,1.0000,,,,swapped term,6,"a high score with an identical meaning-word set, for spot checking",no
3004319900,1,imports,199712,1727839.00,none,silent_no_source,text_high,3,1,2,3004310090,1.0000,0.4364,0.5636,yes,1.0000,,,,,6,"a high score with an identical meaning-word set, for spot checking",no
3002102910,1,imports,199712,955745.00,none,silent_no_source,text_high,13,2,11,3002100051,1.0000,0.6786,0.3214,yes,1.0000,,,,basket contents;swapped term,6,"a high score with an identical meaning-word set, for spot checking",no
3004320010,1,imports,200112,929148.00,none,silent_no_source,text_review,4,1,3,3004320020,0.5120,0.4505,0.0615,no,0.0625,,,,,6,"scores 0.5120 between the 0.50 and 0.85 gates while sharing 0.0625 of its meaning words, and no rule fired on it",no
3003391000,1,imports,199712,724092.00,none,silent_no_source,text_high,3,1,2,3003390010,1.0000,0.2878,0.7122,yes,1.0000,,,,,6,"a high score with an identical meaning-word set, for spot checking",no
3003909100,1,imports,199712,621683.00,none,silent_no_source,text_high,6,2,4,3003900020,1.0000,0.5289,0.4711,yes,1.0000,,,,,6,"a high score with an identical meaning-word set, for spot checking",no
3004509100,1,imports,199706,405203.00,none,silent_no_source,text_high,25,8,17,3004500020,1.0000,0.6714,0.3286,yes,1.0000,,,,,6,"a high score with an identical meaning-word set, for spot checking",no
3006809060,1,imports,200612,259506.00,wco_correlation,forced,text_review,1,0,1,3006920000,0.6316,0.0000,0.6316,no,0.3333,,,,,6,"scores 0.6316 between the 0.50 and 0.85 gates while sharing 0.3333 of its meaning words, and no rule fired on it",no
3002909030,1,imports,199709,96578.00,none,silent_no_source,text_high,20,5,15,3002900093,1.0000,0.4553,0.5447,yes,1.0000,,,,,6,"a high score with an identical meaning-word set, for spot checking",no
3002901011,1,imports,199712,33472.00,none,silent_no_source,text_high,13,5,8,3002900011,1.0000,0.2424,0.7576,yes,1.0000,,,,,6,"a high score with an identical meaning-word set, for spot checking",no
3003401000,1,imports,199308,12838.00,none,silent_no_source,text_review,2,1,1,3003409000,0.5828,0.0000,0.5828,no,0.3333,,,,,6,"scores 0.5828 between the 0.50 and 0.85 gates while sharing 0.3333 of its meaning words, and no rule fired on it",no
3006809050,1,imports,200612,8220.00,wco_correlation,forced,text_review,1,0,1,3006920000,0.6316,0.0000,0.6316,no,0.3333,,,,,6,"scores 0.6316 between the 0.50 and 0.85 gates while sharing 0.3333 of its meaning words, and no rule fired on it",no
3002190000,1,imports,202112,1629159701.00,tariff_schedule,silent_no_effect,text_review,22,0,22,3002150000,0.5000,0.4557,0.0443,no,0.1333,,,,,4,the leader and the runner up are within 0.0443,yes
